"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Dimir Aqueduct","mic","Near Mint","English","","","2025-04-28 19:28:31.960000","172","False","False",""
"3","3","Dimir Guildgate","rvr","Near Mint","English","","","2024-01-24 04:00:49.390000","276","False","False",""
"2","2","Dimir Guildmage","rvr","Near Mint","English","","","2024-01-24 03:39:04.667000","178","False","False",""
"5","5","Dimir House Guard","rvr","Near Mint","English","","","2024-01-24 04:26:52.833000","73","False","False",""
"1","1","Dimir Keyrune","clb","Near Mint","English","","","2023-12-24 21:15:07.833000","856","False","False",""
"1","1","Dimir Signet","ncc","Near Mint","English","","","2024-11-09 18:25:00.647000","365","False","False",""
"1","1","Dimir Signet","rvr","Near Mint","English","","","2024-01-24 03:40:42.547000","256","False","False",""
"1","1","Dimir Signet","clb","Near Mint","English","","","2023-12-24 21:15:19.373000","857","False","False",""
"1","1","Dimir Signet","znc","Near Mint","English","","","2024-11-09 18:25:37.977000","112","False","False",""
"1","1","Dimir Signet","rav","Near Mint","English","","","2025-02-01 17:54:12.027000","260","False","False",""
"1","1","Dimir Signet","drc","Near Mint","English","","","2025-02-14 23:22:25.257000","129","False","False",""
"1","1","Dina, Essence Brewer","soc","Near Mint","English","","","2026-04-27 02:49:00.863000","1","False","False",""
"1","1","Dina, Soul Steeper","soc","Near Mint","English","","","2026-04-27 02:49:00.863000","305","False","False",""
"1","1","Dina, Soul Steeper","stx","Near Mint","English","","","2025-07-20 05:41:07.403000","178","False","False",""
"1","1","Dina's Guidance","sos","Near Mint","English","","","2026-04-28 04:46:39.257000","184","False","False",""
"1","1","Dining Room","clu","Near Mint","English","","","2024-12-05 15:13:01.577000","15","False","False",""
"1","1","Dinotomaton","lci","Near Mint","English","","","2023-11-11 04:39:05.577000","144","False","False",""
"2","2","Diplomatic Relations","eoe","Near Mint","English","","","2025-07-28 00:49:31.530000","177","False","False",""
"1","1","Dire Downdraft","blb","Near Mint","English","","","2024-09-21 05:46:28.010000","46","False","False",""
"1","1","Dire Fleet Hoarder","j25","Near Mint","English","","","2024-12-12 15:58:31.283000","422","False","False",""
"1","1","Dire Fleet Interloper","xln","Near Mint","English","","","2022-02-26 17:13:56.493000","103","False","False",""
"1","1","Dire Mimic","clb","Near Mint","English","","","2022-06-11 13:45:25.673000","310","False","False",""
"2","2","Dire Wolf Prowler","afr","Near Mint","English","","","2022-02-26 01:24:18.577000","179","False","False",""
"1","1","Direct Current","clu","Near Mint","English","","","2024-12-05 15:46:51.623000","132","False","False",""
"1","1","Diregraf Captain","mic","Near Mint","English","","","2022-02-26 04:50:03.097000","148","False","False",""
"2","2","Diregraf Captain","dka","Near Mint","English","","","2026-07-01 16:53:32.587000","135","False","False",""
"1","1","Diregraf Colossus","soi","Near Mint","English","","","2024-11-09 18:25:37.977000","107","False","False",""
"1","1","Diregraf Horde","mid","Near Mint","English","","","2026-07-01 16:39:12.343000","96","False","False",""
"1","1","Diregraf Rebirth","mid","Near Mint","English","","","2024-11-09 18:25:00.647000","220","False","False",""
"1","1","Diregraf Scavenger","vow","Near Mint","English","","","2022-02-27 22:55:05.853000","105","False","False",""
"1","1","Diresight","blb","Near Mint","English","foil","","2024-07-29 03:35:22.900000","91","False","False",""
"1","1","Diresight","blb","Near Mint","English","","","2024-09-21 05:46:53.663000","91","False","False",""
"2","2","Discerning Financier","woe","Near Mint","English","","","2024-03-31 02:21:18.917000","10","False","False",""
"2","2","Discerning Peddler","otj","Near Mint","English","","","2024-04-14 04:07:14.680000","121","False","False",""
"2","2","Discerning Taste","mh2","Near Mint","English","","","2022-04-27 05:51:03.550000","82","False","False",""
"1","1","Disciple of Deceit","jou","Near Mint","English","","","2022-05-26 05:01:22.810000","148","False","False",""
"1","1","Disciple of Freyalise // Garden of Freyalise","mh3","Near Mint","English","","","2024-06-27 03:56:07.960000","250","False","False",""
"2","2","Disciple of the Sun","mh2","Near Mint","English","","","2022-05-21 00:28:41.590000","11","False","False",""
"1","1","Disciplined Duelist","snc","Near Mint","English","","","2022-04-24 19:57:00.480000","304","False","False",""
"1","1","Discontinuity","m21","Near Mint","English","","","2024-11-09 18:25:23.097000","48","False","False",""
"3","3","Disembowel","rvr","Near Mint","English","","","2024-01-24 04:18:34.813000","74","False","False",""
"1","1","Disenchant","bro","Near Mint","English","","","2022-11-14 17:15:57.447000","6","False","False",""
"1","1","Disenchant","m20","Near Mint","English","","","2022-02-27 04:27:39.600000","14","False","False",""
"5","5","Disentomb","m12","Near Mint","English","","","2022-04-27 05:52:27.553000","93","False","False",""
"1","1","Disfigure","bro","Near Mint","English","","","2022-11-14 17:18:52.733000","91","False","False",""
"1","1","Disfigure","2x2","Near Mint","English","","","2022-07-18 19:16:16.943000","74","False","False",""
"1","1","Dismal Backwater","fdn","Near Mint","English","","","2024-11-09 07:32:40.653000","261","False","False",""
"2","2","Dismal Backwater","tdm","Near Mint","English","","","2025-04-06 17:12:17.997000","254","False","False",""
"1","1","Dismantling Blow","mh1","Near Mint","English","","","2022-02-26 04:35:28.523000","5","False","False",""
"1","1","Dismantling Blow","c18","Near Mint","English","","","2022-04-27 05:26:40.870000","66","False","False",""
"2","2","Dismember","nph","Near Mint","English","","","2026-03-05 03:24:58.817000","57","False","True",""
"1","1","Dismember","soa","Near Mint","English","foil","","2026-07-01 16:25:54.277000","28","False","False",""
"1","1","Dispatch","fic","Near Mint","English","","","2025-06-19 03:26:58.633000","241","False","False",""
"1","1","Dispeller's Capsule","c21","Near Mint","English","","","2022-02-27 03:59:16.703000","89","False","False",""
"2","2","Dispeller's Capsule","cmr","Near Mint","English","","","2022-02-27 05:16:08.860000","18","False","False",""
"1","1","Dispelling Exhale","tdm","Near Mint","English","","","2025-04-06 17:17:28.843000","41","False","False",""
"2","2","Disperse","som","Near Mint","English","","","2022-02-27 19:40:41.760000","31","False","False",""
"1","1","Displaced Dinosaurs","who","Near Mint","English","","","2026-01-12 01:36:52.080000","100","False","False",""
"2","2","Displacement Wave","ori","Near Mint","English","","","2022-04-28 03:58:54.427000","55","False","False",""
"1","1","Displacer Beast","afr","Near Mint","English","","","2022-02-27 18:46:24.077000","305","False","False",""
"1","1","Disrupt Decorum","cmm","Near Mint","English","foil","","2023-08-05 16:51:19.753000","1067","False","False",""
"1","1","Disruption Protocol","neo","Near Mint","English","","","2022-04-24 20:35:56.020000","51","False","False",""
"1","1","Disruptive Stormbrood // Petty Revenge","tdm","Near Mint","English","","","2025-04-06 17:27:55.967000","178","False","False",""
"1","1","Dissenter's Deliverance","akh","Near Mint","English","foil","","2023-11-09 05:21:14.773000","164","False","False",""
"1","1","Dissipate","isd","Near Mint","English","","","2026-07-01 16:36:18.867000","53","False","False",""
"1","1","Dissolve","ima","Near Mint","English","","","2024-11-09 18:25:15.883000","51","False","False",""
"1","1","Distant Melody","moc","Near Mint","English","","","2024-08-29 19:34:05.657000","220","False","False",""
"1","1","Distant Melody","mic","Near Mint","English","","","2022-02-27 22:49:16.673000","98","False","False",""
"1","1","Distinguished Conjurer","mh3","Near Mint","English","","","2024-06-09 13:36:20.677000","264","False","False",""
"2","2","Distorted Curiosity","one","Near Mint","English","","","2023-03-18 02:09:02.773000","46","False","False",""
"1","1","Distracting Geist // Clever Distraction","vow","Near Mint","English","","","2026-07-01 16:31:12.037000","9","False","False",""
"3","3","Distress","m12","Near Mint","English","","","2022-02-26 17:33:14.363000","94","False","False",""
"1","1","District Guide","grn","Near Mint","English","","","2022-02-25 20:40:43.130000","128","False","False",""
"1","1","District Mascot","dft","Near Mint","English","","","2025-08-31 05:05:45.287000","158","False","False",""
"2","2","Disturbed Slumber","lci","Near Mint","English","","","2023-11-11 04:54:27.420000","182","False","False",""
"1","1","Disturbing Conversion","mom","Near Mint","English","","","2023-04-16 06:00:02.060000","54","False","False",""
"1","1","Diver Skaab","vow","Near Mint","English","","","2026-05-13 15:57:29.373000","56","False","False",""
"1","1","Divergent Equation","sos","Near Mint","English","","","2026-04-20 01:51:31.773000","43","False","False",""
"2","2","Divert Disaster","eoe","Near Mint","English","","","2025-07-28 00:53:21.507000","55","False","False",""
"5","5","Divination","m12","Near Mint","English","","","2022-02-27 18:21:11.833000","50","False","False",""
"1","1","Divination","dka","Near Mint","English","","","2022-02-27 20:11:42.363000","35","False","False",""
"1","1","Divination","bng","Near Mint","English","","","2022-02-27 19:32:21.810000","36","False","False",""
"1","1","Divine Deflection","avr","Near Mint","English","","","2022-02-27 05:07:15.640000","18","False","False",""
"6","6","Divine Favor","m12","Near Mint","English","","","2022-02-27 03:43:07.410000","14","False","False",""
"1","1","Divine Reckoning","c19","Near Mint","English","","","2024-11-09 18:25:00.647000","62","False","False",""
"1","1","Divine Resilience","fdn","Near Mint","English","","","2025-08-31 05:13:28.810000","10","False","False",""
"1","1","Divine Sacrament","dmr","Near Mint","English","","","2023-01-13 21:42:23.560000","5","False","False",""
"1","1","Divine Visitation","rvr","Near Mint","English","foil","","2024-01-24 03:24:59.577000","16","False","False",""
"1","1","Diviner's Portent","afc","Near Mint","English","","","2022-02-27 20:14:37.670000","15","False","False",""
"1","1","Djinn Illuminatus","c20","Near Mint","English","","","2024-05-08 05:03:06.247000","210","False","False","0.00"
"1","1","Djinni Windseer","afr","Near Mint","English","","","2022-02-27 21:10:11.157000","306","False","False",""
"3","3","Djinni Windseer","afr","Near Mint","English","","","2023-12-07 17:41:38.740000","55","False","False",""
"1","1","Doc Ock, Sinister Scientist","spm","Near Mint","English","","","2025-09-20 07:24:00.147000","29","False","False",""
"2","2","Doc Ock's Henchmen","spm","Near Mint","English","","","2025-09-20 07:24:34.337000","30","False","False",""
"1","1","Dockside Chef","neo","Near Mint","English","","","2022-04-24 20:37:49.817000","93","False","False",""
"3","3","Dockside Extortionist","c19","Near Mint","English","","","2024-04-27 23:46:20.960000","24","False","True",""
"1","1","Dodecapod","dmr","Near Mint","English","","","2023-01-13 23:16:15.637000","220","False","False",""
"2","2","Dog Umbra","mh3","Near Mint","English","","","2024-06-09 13:30:54.047000","22","False","False",""
"1","1","Dog Walker","mkm","Near Mint","English","","","2024-02-04 02:41:43.933000","197","False","False",""
"5","5","Dogpile","rvr","Near Mint","English","","","2024-01-24 04:29:04.970000","108","False","False",""
"1","1","Do-It-Yourself Seraph","ulst","Near Mint","English","foil","","2024-11-09 18:25:00.647000","2","False","False",""
"1","1","Dokuchi Shadow-Walker","neo","Near Mint","English","","","2022-02-27 22:58:31.683000","94","False","False",""
"1","1","Dokuchi Silencer","neo","Near Mint","English","","","2022-04-24 20:36:55.307000","340","False","False",""
"1","1","Dokuchi Silencer","neo","Near Mint","English","","","2022-04-24 20:36:26.303000","95","False","False",""
"1","1","Dolmen Gate","lrw","Near Mint","English","","","2026-03-05 03:46:00.160000","256","False","True",""
"1","1","Domesticated Hydra","cn2","Near Mint","English","","","2022-02-25 20:49:29.503000","63","False","False",""
"1","1","Domineering Will","clb","Near Mint","English","","","2025-05-02 02:31:27.807000","719","False","False",""
"1","1","Domri Rade","gtc","Near Mint","English","","","2024-11-09 18:25:00.647000","156","False","False",""
"1","1","Domri, Anarch of Bolas","war","Near Mint","Japanese","","","2024-11-09 18:25:00.647000","191★","False","False",""
"1","1","Don't Make a Sound","dsk","Near Mint","English","","","2024-09-21 05:58:40.753000","49","False","False",""
"3","3","Doom Blade","m12","Near Mint","English","","","2026-08-24 16:58:58.860000","95","False","False",""
"1","1","Doom Foretold","eld","Near Mint","English","","","2025-02-04 04:05:57.203000","378","False","False",""
"1","1","Doomed Artisan","c19","Near Mint","English","","","2022-02-27 03:52:20.663000","3","False","False",""
"1","1","Doomed Necromancer","j25","Near Mint","English","","","2024-12-04 16:37:54.050000","426","False","False",""
"1","1","Doomed Traveler","cmr","Near Mint","English","","","2022-02-27 05:19:21.560000","19","False","False",""
"1","1","Doomed Traveler","clu","Near Mint","English","","","2024-12-05 15:17:24.930000","59","False","False",""
"1","1","Door to Nothingness","brr","Near Mint","English","","","2022-11-14 17:04:49.280000","14","False","False",""
"1","1","Doorkeeper","ima","Near Mint","English","","","2024-11-09 18:25:04.780000","53","False","False",""
"1","1","Doppelgang","mkm","Near Mint","English","","","2025-05-03 02:09:48.283000","198","False","False",""
"1","1","Doran, Besieged by Time","ecl","Near Mint","English","","","2026-01-18 04:17:40.213000","215","False","False",""
"1","1","Dormant Grove // Gnarled Grovestrider","vow","Near Mint","English","","","2026-07-01 16:48:26.623000","198","False","False",""
"1","1","Douse in Gloom","plst","Near Mint","English","","","2022-02-26 16:51:44.413000","FRF-68","False","False",""
"1","1","Douse in Gloom","jmp","Near Mint","English","","","2023-01-22 14:56:59.440000","223","False","False",""
"1","1","Dovin, Hand of Control","war","Near Mint","Japanese","","","2024-11-09 18:25:00.647000","229★","False","False",""
"3","3","Dovin's Automaton","rna","Near Mint","English","","","2022-02-26 05:53:47.253000","268","False","False",""
"2","2","Dovin's Dismissal","rna","Near Mint","English","","","2022-02-26 04:34:00.377000","267","False","False",""
"1","1","Dovin's Veto","war","Near Mint","English","","","2024-11-09 18:25:00.647000","193","False","False",""
"1","1","Downsize","rtr","Near Mint","English","","","2022-02-27 20:04:30.987000","38","False","False",""
"3","3","Downsize","rvr","Near Mint","English","","","2024-01-24 04:04:23.863000","41","False","False",""
"1","1","Dowsing Dagger // Lost Vale","xln","Near Mint","English","","","2024-11-09 18:25:00.647000","235","False","False",""
"2","2","Dowsing Device // Geode Grotto","lci","Near Mint","English","","","2025-12-24 21:20:04.263000","146","False","False",""
"1","1","Draconautics Engineer","dft","Near Mint","English","","","2025-02-09 02:52:04.930000","121","False","False",""
"1","1","Draconic Disciple","m19","Near Mint","English","","","2022-02-26 04:39:38.793000","215","False","False",""
"1","1","Draconic Lore","clb","Near Mint","English","","","2022-06-06 18:39:24.837000","64","False","False",""
"1","1","Dracosaur Auxiliary","dft","Near Mint","English","","","2025-02-09 02:57:08.260000","122","False","False",""
"1","1","Drag the Canal","mkm","Near Mint","English","","","2024-02-04 03:00:29.950000","199","False","False",""
"1","1","Drag to the Roots","dsk","Near Mint","English","","","2025-01-22 07:04:26.563000","414","False","False",""
"2","2","Drag to the Roots","dsk","Near Mint","Japanese","","","2024-10-13 20:24:40.347000","213","False","False",""
"1","1","Dragon Blood","dmr","Near Mint","English","","","2023-01-13 22:17:23.757000","221","False","False",""
"1","1","Dragon Breath","plst","Near Mint","English","","","2022-02-26 23:56:38.613000","BBD-172","False","False",""
"1","1","Dragon Breath","bbd","Near Mint","English","","","2022-02-26 23:01:05.390000","172","False","False",""
"1","1","Dragon Egg","gn2","Near Mint","English","","","2022-04-28 01:55:01.053000","39","False","False",""
"4","4","Dragon Egg","cmr","Near Mint","English","","","2022-02-27 23:19:37.300000","173","False","False",""
"4","4","Dragon Engine","dmr","Near Mint","English","","","2023-01-13 23:09:10.523000","222","False","False",""
"1","1","Dragon Fodder","mm3","Near Mint","English","","","2023-11-07 20:10:49.023000","93","False","False",""
"1","1","Dragon Hatchling","bbd","Near Mint","English","","","2022-02-26 23:06:29.600000","173","False","False",""
"3","3","Dragon Mantle","wot","Near Mint","English","","","2024-03-31 02:40:07.920000","41","False","False",""
"1","1","Dragon Throne of Tarkir","pktk","Near Mint","English","foil","","2024-11-09 18:25:00.647000","219","False","False",""
"1","1","Dragon Turtle","afr","Near Mint","English","","","2022-02-27 18:45:33.240000","56","False","False",""
"1","1","Dragon Whelp","j25","Near Mint","English","","","2024-12-10 17:04:02.783000","537","False","False",""
"1","1","Dragon Whelp","dmr","Near Mint","English","","","2023-01-13 23:02:49.797000","116","False","False",""
"1","1","Dragon Whelp","dmu","Near Mint","English","","","2022-09-03 15:30:02.680000","120","False","False",""
"1","1","Dragon Whelp","dmr","Near Mint","English","","","2023-01-13 21:52:13.990000","317","False","False",""
"1","1","Dragonback Lancer","tdm","Near Mint","English","","","2025-04-06 16:51:07.490000","9","False","False",""
"1","1","Dragonborn Champion","sld","Near Mint","English","","","2026-04-18 19:12:15.877000","2498","False","False",""
"2","2","Dragonborn Looter","clb","Near Mint","English","","","2022-06-11 13:46:36.857000","65","False","False",""
"1","1","Dragonbroods' Relic","tdm","Near Mint","English","foil","","2025-04-06 16:55:32.620000","140","False","False",""
"2","2","Dragonclaw Strike","tdm","Near Mint","English","","","2025-11-16 06:20:12.740000","180","False","False",""
"1","1","Dragonfly Swarm","tla","Near Mint","English","","","2025-11-16 06:16:01.530000","215","False","False",""
"1","1","Dragonlord Ojutai","ncc","Near Mint","English","","","2024-11-09 18:25:00.647000","337","False","False",""
"2","2","Dragonmaster Outcast","c19","Near Mint","English","","","2024-11-09 18:25:00.647000","139","False","False",""
"1","1","Dragons","fj25","Near Mint","English","","","2024-12-10 17:02:50.000000","31","False","False",""
"1","1","Dragon's Disciple","afr","Near Mint","English","","","2022-02-27 05:10:25.800000","13","False","False",""
"1","1","Dragon's Fire","afr","Near Mint","English","","","2022-02-27 00:03:43.060000","139","False","False",""
"1","1","Dragon's Fire","j25","Near Mint","English","","","2024-12-10 17:03:28.560000","134","False","False",""
"1","1","Dragon's Prey","tdm","Near Mint","English","","","2025-04-06 16:51:30.290000","79","False","False",""
"1","1","Dragon's Rage Channeler","mh2","Near Mint","English","","","2024-11-09 18:25:19.133000","121","False","False",""
"1","1","Dragon-Scarred Bear","plst","Near Mint","English","","","2022-02-26 01:38:04.377000","DTK-183","False","False",""
"1","1","Dragonsguard Elite","stx","Near Mint","English","","","2023-12-01 21:25:37.723000","127","False","False",""
"1","1","Dragonsguard Elite","stx","Near Mint","English","foil","","2024-07-07 23:10:38.170000","127","False","False",""
"1","1","Dragonskull Summit","m12","Near Mint","English","","","2024-11-09 18:25:23.097000","225","False","False",""
"1","1","Dragonskull Summit","fic","Near Mint","English","","","2025-07-09 00:51:20.923000","387","False","False",""
"1","1","Dragonskull Summit","ecc","Near Mint","English","","","2026-07-19 04:24:14.677000","147","False","False",""
"1","1","Dragonsoul Knight","mm2","Near Mint","English","","","2022-02-26 05:02:52.617000","112","False","False",""
"1","1","Dragonstorm Forecaster","tdm","Near Mint","English","","","2025-04-06 16:52:20.420000","43","False","False",""
"1","1","Dragonstorm Globe","tdm","Near Mint","English","foil","","2025-04-06 17:06:17.037000","241","False","False",""
"1","1","Dragonstorm Globe","tdm","Near Mint","English","","","2025-04-06 17:18:25.087000","241","False","False",""
"1","1","Dragonwing Glider","one","Near Mint","English","foil","","2023-03-17 22:27:43.247000","128","False","False",""
"1","1","Dragonwing Glider","one","Near Mint","English","","","2023-03-18 02:08:19.873000","128","False","False",""
"1","1","Dragoon's Lance","fin","Near Mint","English","foil","","2025-06-07 01:17:27.203000","17","False","False",""
"2","2","Dragoon's Lance","fin","Near Mint","English","","","2025-06-19 18:11:45.823000","17","False","False",""
"6","6","Dragoon's Wyvern","fin","Near Mint","English","","","2025-07-19 06:03:22.557000","49","False","False",""
"1","1","Draining Whelk","tsr","Near Mint","English","","","2022-02-27 22:42:04.883000","62","False","False",""
"1","1","Drainpipe Vermin","jmp","Near Mint","English","","","2023-01-22 15:56:53.827000","224","False","False",""
"1","1","Drake Haven","c20","Near Mint","English","","","2022-02-27 20:05:51.387000","110","False","False",""
"1","1","Dralnu's Crusade","dmr","Near Mint","English","","","2023-01-13 23:03:01.867000","189","False","False",""
"1","1","Dramatic Reversal","tle","Near Mint","English","","","2025-12-04 16:31:23.563000","158","False","False",""
"1","1","Dramatic Reversal","p30a","Near Mint","English","foil","","2023-11-11 06:51:12.427000","24","False","False",""
"1","1","Drana, Liberator of Malakir","ncc","Near Mint","English","","","2024-11-09 18:25:00.647000","248","False","False",""
"1","1","Drana's Emissary","plst","Near Mint","English","","","2022-02-26 04:44:37.877000","BFZ-210","False","False",""
"1","1","Drana's Silencer","znr","Near Mint","English","","","2023-12-05 16:36:39.980000","99","False","False",""
"1","1","Draugr Thought-Thief","khm","Near Mint","English","","","2022-02-27 18:38:02.653000","55","False","False",""
"1","1","Dread Drone","cmm","Near Mint","English","","","2023-08-05 16:50:34.140000","152","False","False",""
"1","1","Dread Drone","plst","Near Mint","English","","","2022-02-26 16:52:27.340000","MM2-80","False","False",""
"1","1","Dread Fugue","vow","Near Mint","English","","","2022-02-27 22:53:32.703000","107","False","False",""
"2","2","Dread Linnorm // Scale Deflection","clb","Near Mint","English","","","2022-06-11 13:55:10.660000","225","False","False",""
"1","1","Dread Return","dmr","Near Mint","English","","","2023-01-13 22:17:36.327000","80","False","False",""
"1","1","Dread Return","40k","Near Mint","English","","","2022-12-14 05:54:34.307000","200","False","False",""
"1","1","Dread Slaver","avr","Near Mint","English","","","2022-02-27 23:08:04.277000","98","False","False",""
"1","1","Dread Summons","mic","Near Mint","English","","","2024-11-09 18:25:00.647000","113","False","False",""
"1","1","Dread Summons","drc","Near Mint","English","","","2025-02-14 23:22:25.257000","90","False","False",""
"1","1","Dreadful Apathy","j25","Near Mint","English","","","2024-12-04 16:40:32.107000","192","False","False",""
"1","1","Dreadful Apathy","thb","Near Mint","English","","","2022-02-27 05:00:47.913000","11","False","False",""
"1","1","Dreadhorde Invasion","war","Near Mint","English","","","2024-11-09 18:25:00.647000","86","False","False",""
"1","1","Dreadhorde Invasion","drc","Near Mint","English","","","2025-02-14 23:22:25.257000","91","False","False",""
"1","1","Dreadhound","mid","Near Mint","English","foil","","2024-11-09 18:25:00.647000","97","False","False",""
"4","4","Dreadlight Monstrosity","vow","Near Mint","English","","","2022-02-27 22:42:55.270000","57","False","False",""
"1","1","Dreadmalkin","rvr","Near Mint","English","","","2024-01-24 04:05:23.183000","75","False","False",""
"1","1","Dreadmaw's Ire","lci","Near Mint","English","","","2023-11-18 23:25:48.053000","147","False","False",""
"1","1","Dream Cache","plst","Near Mint","English","","","2022-02-27 21:15:28.003000","C18-88","False","False",""
"1","1","Dream Seizer","ecl","Near Mint","English","","","2026-01-18 04:06:58.143000","101","False","False",""
"2","2","Dream Spoilers","woe","Near Mint","English","","","2023-09-22 05:18:03.357000","85","False","False",""
"1","1","Dream Twist","ema","Near Mint","English","","","2022-02-27 19:34:37.480000","47","False","False",""
"1","1","Dreamdrinker Vampire","mh3","Near Mint","English","","","2024-06-14 22:08:40.813000","88","False","False",""
"7","7","Dreams of Laguna","fin","Near Mint","English","","","2025-07-19 06:04:09.403000","50","False","False",""
"1","1","Dreamscape Artist","plc","Near Mint","English","","","2025-03-22 08:44:28.823000","40","False","False",""
"1","1","Dreamshaper Shaman","thb","Near Mint","English","","","2022-02-26 22:57:57.787000","130","False","False",""
"1","1","Dreamstone Hedron","c18","Near Mint","English","","","2024-11-09 18:25:12.580000","204","False","False",""
"1","1","Dreamtide Whale","mh3","Near Mint","English","","","2024-07-11 00:04:38.270000","59","False","False",""
"1","1","Dredging Claw","bro","Near Mint","English","","","2023-12-06 16:29:03.747000","119","False","False",""
"1","1","Dreg Mangler","2x2","Near Mint","English","","","2022-07-09 15:03:29.063000","204","False","False",""
"1","1","Dregs of Sorrow","c14","Near Mint","English","","","2023-04-17 05:22:22.543000","143","False","False",""
"1","1","Dress Down","mh2","Near Mint","English","","","2024-11-09 18:25:00.647000","39","False","False",""
"2","2","Drey Keeper","mh2","Near Mint","English","","","2022-02-26 04:48:05.383000","194","False","False",""
"1","1","Drift of Phantasms","rav","Near Mint","English","","","2024-11-09 18:25:04.780000","46","False","False",""
"3","3","Drift of Phantasms","rvr","Near Mint","English","","","2024-01-24 04:10:55.360000","42","False","False",""
"1","1","Drift of Phantasms","rvr","Near Mint","English","","","2024-01-24 02:56:51.220000","314","False","False",""
"4","4","Drifting Meadow","dmr","Near Mint","English","","","2023-04-16 06:05:03.197000","245","False","False",""
"2","2","Drill Too Deep","eoe","Near Mint","English","","","2025-07-28 01:02:02.010000","133","False","False",""
"1","1","Driver of the Dead","avr","Near Mint","English","","","2022-04-27 05:52:06.093000","99","False","False",""
"2","2","Driver of the Dead","plst","Near Mint","English","","","2022-02-26 17:07:22.080000","CN2-133","False","False",""
"1","1","Drivnod, Carnage Dominus","one","Near Mint","English","","","2024-11-09 18:25:00.647000","90","False","False",""
"1","1","Drix Fatemaker","eoe","Near Mint","English","","","2025-07-28 00:50:50.297000","178","False","False",""
"1","1","Drogskol Captain","dka","Near Mint","English","","","2026-07-01 16:53:45.003000","136","False","False",""
"1","1","Drogskol Infantry // Drogskol Armaments","vow","Near Mint","English","","","2022-02-27 22:27:32.393000","10","False","False",""
"1","1","Drogskol Shieldmate","inr","Near Mint","English","","","2025-01-18 07:05:10.067000","20","False","False",""
"2","2","Dromar's Cavern","dmr","Near Mint","English","","","2023-01-13 23:09:04.300000","246","False","False",""
"1","1","Dross Harvester","clb","Near Mint","English","","","2023-12-24 21:01:08.887000","750","False","False",""
"1","1","Dross Skullbomb","one","Near Mint","English","","","2023-03-18 01:58:44.577000","225","False","False",""
"1","1","Dross Skullbomb","one","Near Mint","English","foil","","2023-03-17 23:10:00.317000","225","False","False",""
"5","5","Drossclaw","mh3","Near Mint","English","","","2024-06-14 22:18:16.963000","89","False","False",""
"1","1","Drover of the Mighty","jmp","Near Mint","English","","","2023-01-22 16:36:42.753000","388","False","False",""
"1","1","Drown in Dreams","sld","Near Mint","English","","","2024-11-17 21:30:27.930000","1668","False","False",""
"2","2","Drown in Ichor","one","Near Mint","English","","","2023-03-17 23:23:18.907000","91","False","False",""
"1","1","Drown in the Loch","clb","Near Mint","English","","","2023-12-24 21:18:15.393000","842","False","False",""
"2","2","Drown in the Loch","eld","Near Mint","English","","","2024-11-09 18:25:00.647000","188","False","False",""
"1","1","Drowned Catacomb","fic","Near Mint","English","","","2025-07-09 00:51:13.860000","388","False","False",""
"1","1","Drowned Catacomb","drc","Near Mint","English","","","2025-02-14 23:22:25.257000","152","False","False",""
"1","1","Drowned Rusalka","gpt","Near Mint","English","","","2022-02-27 18:49:46.693000","24","False","False",""
"2","2","Drownyard Amalgam","mid","Near Mint","English","","","2022-02-27 22:38:47.423000","50","False","False",""
"2","2","Drownyard Lurker","mh3","Near Mint","English","","","2024-06-09 13:22:36.257000","3","False","False",""
"1","1","Drownyard Temple","clb","Near Mint","English","","","2023-12-24 21:14:04.220000","892","False","False",""
"1","1","Drowsing Tyrannodon","m21","Near Mint","English","","","2023-01-22 16:38:32.757000","178","False","False",""
"1","1","Drudge Beetle","rtr","Near Mint","English","","","2022-02-26 01:08:33.147000","122","False","False",""
"3","3","Drudge Beetle","rvr","Near Mint","English","","","2024-01-24 04:25:57.227000","136","False","False",""
"2","2","Druid Class","afr","Near Mint","English","","","2024-11-26 18:24:15.267000","180","False","False",""
"1","1","Druid of the Emerald Grove","clb","Near Mint","English","","","2022-06-06 18:42:21.283000","226","False","False",""
"2","2","Druid of the Spade","blb","Near Mint","English","","","2025-08-31 05:09:06.863000","170","False","False",""
"1","1","Druidic Ritual","clb","Near Mint","English","","","2022-06-06 18:35:35.917000","227","False","False",""
"1","1","Druid's Deliverance","c19","Near Mint","English","","","2022-02-26 01:49:59.600000","162","False","False",""
"1","1","Drunau Corpse Trawler","soi","Near Mint","English","","","2022-02-27 22:50:01.013000","57","False","False",""
"1","1","Dryad of the Ilysian Grove","cmm","Near Mint","English","","","2023-08-10 19:21:58.943000","891","False","False",""
"1","1","Dual-Sun Adepts","eoe","Near Mint","English","foil","","2025-07-28 00:44:01.607000","12","False","False",""
"1","1","Dual-Sun Adepts","eoe","Near Mint","English","","","2025-07-28 00:52:06.567000","12","False","False",""
"1","1","Dub","m21","Near Mint","English","","","2023-01-22 17:18:31.087000","16","False","False",""
"1","1","Due Diligence","mkm","Near Mint","English","foil","","2024-02-04 02:55:01.293000","14","False","False",""
"1","1","Due Diligence","mkm","Near Mint","English","","","2024-02-04 02:54:45.203000","14","False","False",""
